77903785;850;
762230083562;850;
77915818;500;
7622201735906;1000;
7622201735272;1000;
77995681;500;
77976291;500;
99114523;11900;
6965989894467;27900;
9911258;27900;
7793008005063;2200;
7793008001614;2200;
7793008001645;2200;
7793008001669;2200;
7793008001744;2200;
7793008006237;2200;
7793008001874;2200;
7793008001775;2200;
7793008001621;2200;
7793008001638;2200;
779300800185;2200;
7793008001867;2200;
779300800172;2200;
7793008031703;2200;
7793008001782;2200;
7793008001836;2200;
7793008007524;2200;
7793008001652;2200;
7793008001737;2200;
7793008007548;2200;
7793008007517;2200;
7793008003267;2200;
7793008001843;2200;
779300803171;2200;
779300800169;2200;
7793008003281;2200;
7793008001799;2200;
7793008003298;2200;
7793008007531;2200;
7793008001676;2200;
7793008001751;2200;
7793008001706;2200;
7793008001805;2200;
7793008991724;2200;
7793008001683;2200;
7793008001829;2200;
7793008001768;2200;
7793008001713;2200;
7793008001812;2200;
7793008991731;2200;
7793008003274;2200;
7793008991748;2200;
779074050889;2100;
7790740502393;2100;
7790740502409;2100;
7790740502423;2100;
7790740508753;2100;
7790740502416;2100;
7790740000417;2100;
7790740508876;2100;
7790740505509;2100;
7790740505516;2100;
779074050553;2100;
7790740508647;2100;
7790740505523;2100;
77907400004;2100;
7790740000394;2100;
7798064434567;4500;
7791293048543;1100;
7791293044491;2200;
7791293048468;2500;
7791293048536;3500;
779462601033;790;
77987983;1099;
7506339334357;1990;
7790250054344;1199;
7790250055235;1599;
7790250016182;1890;
7790250056881;1890;
7790250041887;2200;
7790250913306;2200;
7790250044208;2200;
7790250040781;2200;
7790250040798;2200;
7794626011849;2550;
7794626011832;2550;
7794626012211;2550;
7794626011856;2550;
7794626011863;2550;
7622300457303;850;
77903792;850;
